"id","name","name_start_min","name_start_max","name_end_min","name_end_max","building_type","building_type_label","bag_id","vg_id","name_source"
"1278","Paleis voor Volksvlijt","0","0","0","0","http://vocab.getty.edu/aat/300005748",,,"http://verdwenengebouwen.nl/gebouw/1","vg"
"1279","Dennenrode","0","0","0","0","http://vocab.getty.edu/aat/300005707",,,"http://verdwenengebouwen.nl/gebouw/173","vg"
"1280","Hoogduitse Schouwburg","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/176","vg"
"1281","Heilige Stede","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/184","vg"
"1282","Nieuwezijds Kapel","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/184","vg"
"1283","Leidsepoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/185","vg"
"1284","Stadion De Meer","0","0","0","0","http://vocab.getty.edu/aat/300007271",,,"http://verdwenengebouwen.nl/gebouw/186","vg"
"1285","Station Amsterdam De Vlugtlaan","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/189","vg"
"1286","Sint Olofspoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/190","vg"
"1287","Hembrug","0","0","0","0","http://vocab.getty.edu/aat/300007836",,,"http://verdwenengebouwen.nl/gebouw/191","vg"
"1288","Weesperpoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/192","vg"
"1289","Station Amsterdam Weesperpoort","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/193","vg"
"1290","De Eendracht","0","0","0","0","http://vocab.getty.edu/aat/300006956",,,"http://verdwenengebouwen.nl/gebouw/195","vg"
"1291","Naatje van de Dam","0","0","0","0","http://vocab.getty.edu/aat/300006956",,,"http://verdwenengebouwen.nl/gebouw/195","vg"
"1292","Nieuwe Schouwburg","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/196","vg"
"1293","Bushuis","0","0","0","0","http://vocab.getty.edu/aat/300006887",,,"http://verdwenengebouwen.nl/gebouw/197","vg"
"1294","Jan Roodenpoortstoren","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/198","vg"
"1295","Heilige-Kruistoren","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/199","vg"
"1296","Haringpakkerstoren","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/199","vg"
"1297","Station Amsterdam Koenenkade","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/200","vg"
"1298","Station Amsterdam Westerdok","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/201","vg"
"1299","Station Amsterdam Zaanstraat","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/202","vg"
"1300","Station Amsterdam Petroleumhaven","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/203","vg"
"1301","Nicolaas en Barbara","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/205","vg"
"1302","De Liefde","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/205","vg"
"1303","Meerhuizen","0","0","0","0","http://vocab.getty.edu/aat/300006891",,,"http://verdwenengebouwen.nl/gebouw/206","vg"
"1304","Stopplaats Spaarndammerdijk-Houthaven","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/207","vg"
"1305","Stopplaats Sint Anthoniedijk","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/208","vg"
"1306","Wibauthuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/209","vg"
"1307","Sint-Annakerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/210","vg"
"1308","Geloof","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/211","vg"
"1309","Hoop en Liefde","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/211","vg"
"1310","Sint-Catharinakerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/211","vg"
"1311","Sint-Bonifatiuskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/212","vg"
"1312","Station Amsterdam Oosterdok","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/213","vg"
"1313","Rondeel","0","0","0","0","http://vocab.getty.edu/aat/300006888",,,"http://verdwenengebouwen.nl/gebouw/214","vg"
"1314","Kloveniersdoelen","0","0","0","0","http://browser.aat-ned.nl/900027122",,,"http://verdwenengebouwen.nl/gebouw/215","vg"
"1315","Zilverberg","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/216","vg"
"1316","Swygh Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1317","Svygh Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1318","Swijgh Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1319","Swyght Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1320","Zwigt Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1321","Utrecht Swijgh","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1322","Swych Utrecht","0","0","0","0","http://vocab.getty.edu/aat/300004847",,,"http://verdwenengebouwen.nl/gebouw/217","vg"
"1323","Voetboogdoelen","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/218","vg"
"1324","Stationspostkantoor","0","0","0","0","http://vocab.getty.edu/aat/300006036",,,"http://verdwenengebouwen.nl/gebouw/220","vg"
"1325","P.T.T. gebouw","0","0","0","0","http://vocab.getty.edu/aat/300006036",,,"http://verdwenengebouwen.nl/gebouw/220","vg"
"1326","Post CS-gebouw","0","0","0","0","http://vocab.getty.edu/aat/300006036",,,"http://verdwenengebouwen.nl/gebouw/220","vg"
"1327","Beurs van Zocher","0","0","0","0","http://vocab.getty.edu/aat/300005222",,,"http://verdwenengebouwen.nl/gebouw/221","vg"
"1328","Fort van Sjako","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/222","vg"
"1329","Paalhuis","0","0","0","0","http://vocab.getty.edu/aat/300007049",,,"http://verdwenengebouwen.nl/gebouw/223","vg"
"1330","Sint Jorisgasthuis","0","0","0","0","http://vocab.getty.edu/aat/300007417",,,"http://verdwenengebouwen.nl/gebouw/224","vg"
"1331","Sint Jorishof","0","0","0","0","http://vocab.getty.edu/aat/300007417",,,"http://verdwenengebouwen.nl/gebouw/224","vg"
"1332","Paulusbroederklooster","0","0","0","0","http://vocab.getty.edu/aat/300000641",,,"http://verdwenengebouwen.nl/gebouw/225","vg"
"1333","Sint-Paulusbroederklooster","0","0","0","0","http://vocab.getty.edu/aat/300000641",,,"http://verdwenengebouwen.nl/gebouw/225","vg"
"1334","Burgemeester Tellegenhuis","0","0","0","0","http://vocab.getty.edu/aat/300007043",,,"http://verdwenengebouwen.nl/gebouw/226","vg"
"1335","Maupoleum","0","0","0","0","http://vocab.getty.edu/aat/300007043",,,"http://verdwenengebouwen.nl/gebouw/226","vg"
"1336","Buitengasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/227","vg"
"1337","Pesthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/227","vg"
"1338","Pest Huys","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/227","vg"
"1339","Oude Buitengasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/227","vg"
"1340","Oudebrug","0","0","0","0","http://vocab.getty.edu/aat/300007836",,,"http://verdwenengebouwen.nl/gebouw/228","vg"
"1341","Oude Brug","0","0","0","0","http://vocab.getty.edu/aat/300007836",,,"http://verdwenengebouwen.nl/gebouw/228","vg"
"1342","Korenbeurs","0","0","0","0","http://vocab.getty.edu/aat/300005222",,,"http://verdwenengebouwen.nl/gebouw/229","vg"
"1343","Noodziekenhuis Zeeburg","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/230","vg"
"1344","Heiligewegspoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/231","vg"
"1345","Het Houten Stadion","0","0","0","0","http://vocab.getty.edu/aat/300007271",,,"http://verdwenengebouwen.nl/gebouw/232","vg"
"1346","Utrechtsepoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/233","vg"
"1347","Derde Regulierspoort","0","0","0","0","http://browser.aat-ned.nl/300312276",,,"http://verdwenengebouwen.nl/gebouw/234","vg"
"1348","Nieuwe Regulierspoort","0","0","0","0","http://browser.aat-ned.nl/300312276",,,"http://verdwenengebouwen.nl/gebouw/234","vg"
"1349","Boterwaag","0","0","0","0","http://browser.aat-ned.nl/300312276",,,"http://verdwenengebouwen.nl/gebouw/234","vg"
"1350","Weteringpoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/236","vg"
"1351","Nederlandsch Panopticum","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/238","vg"
"1352","Panopticumgebouw","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/238","vg"
"1353","Centraal Theater","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/238","vg"
"1354","Koopmansbeurs","0","0","0","0","http://vocab.getty.edu/aat/300005222",,,"http://verdwenengebouwen.nl/gebouw/239","vg"
"1355","Beurs van Hendrick de Keyser","0","0","0","0","http://vocab.getty.edu/aat/300005222",,,"http://verdwenengebouwen.nl/gebouw/239","vg"
"1356","Cacaofabriek","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/240","vg"
"1357","Blooker","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/240","vg"
"1358","Lazarushuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/242","vg"
"1359","Leprozenhuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/242","vg"
"1360","Parkschouwburg","0","0","0","0","http://vocab.getty.edu/aat/300007117",,,"http://verdwenengebouwen.nl/gebouw/244","vg"
"1361","Oude Doelen","0","0","0","0","http://browser.aat-ned.nl/900027122",,,"http://verdwenengebouwen.nl/gebouw/245","vg"
"1362","Oude Stadhuis van Amsterdam","0","0","0","0","http://vocab.getty.edu/aat/300122210",,,"http://verdwenengebouwen.nl/gebouw/246","vg"
"1363","Woonoord Atatürk","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/247","vg"
"1364","Woestduinkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/248","vg"
"1365","Haarlemmerpoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/832","vg"
"1366","Haarlemmerpoortstation","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/836","vg"
"1367","Station Willemspoort","0","0","0","0","http://vocab.getty.edu/aat/300007783",,,"http://verdwenengebouwen.nl/gebouw/836","vg"
"1368","Zaagmolenpoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/838","vg"
"1369","Regulierspoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/887","vg"
"1370","Beterhuis","0","0","0","0","http://vocab.getty.edu/aat/300006460",,,"http://verdwenengebouwen.nl/gebouw/906","vg"
"1371","Schurfthuis","0","0","0","0","http://vocab.getty.edu/aat/300006460",,,"http://verdwenengebouwen.nl/gebouw/906","vg"
"1372","Verbeterhuis bij de Weteringpoort","0","0","0","0","http://vocab.getty.edu/aat/300006460",,,"http://verdwenengebouwen.nl/gebouw/906","vg"
"1373","Korskenspoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/907","vg"
"1374","Korsjespoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/907","vg"
"1375","C&A Damrak","0","0","0","0","http://vocab.getty.edu/aat/300005283",,,"http://verdwenengebouwen.nl/gebouw/983","vg"
"1376","Passage Bioscoop","0","0","0","0","http://vocab.getty.edu/aat/300007135",,,"http://verdwenengebouwen.nl/gebouw/984","vg"
"1377","Nieuwe stadsherberg","0","0","0","0","http://vocab.getty.edu/aat/300007170",,,"http://verdwenengebouwen.nl/gebouw/987","vg"
"1378","Ford Automobielfabriek NV.","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/988","vg"
"1379","Automobielfabriek","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/988","vg"
"1380","Raampoort","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/995","vg"
"1381","Clarissenklooster","0","0","0","0","http://vocab.getty.edu/aat/300006460",,,"http://verdwenengebouwen.nl/gebouw/996","vg"
"1382","Rasphuis","0","0","0","0","http://vocab.getty.edu/aat/300006460",,,"http://verdwenengebouwen.nl/gebouw/996","vg"
"1383","Roemer Visscherschool","0","0","0","0","http://vocab.getty.edu/aat/300006495",,,"http://verdwenengebouwen.nl/gebouw/999","vg"
"1384","Nicolaas Maesschool","0","0","0","0","http://vocab.getty.edu/aat/300006495",,,"http://verdwenengebouwen.nl/gebouw/999","vg"
"1385","Spinhuis","0","0","0","0","http://vocab.getty.edu/aat/300000641",,,"http://verdwenengebouwen.nl/gebouw/1001","vg"
"1386","St. Ursulaklooster","0","0","0","0","http://vocab.getty.edu/aat/300000641",,,"http://verdwenengebouwen.nl/gebouw/1001","vg"
"1387","Vrieshuis Amerika","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1003","vg"
"1388","West-Indischhuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1004","vg"
"1389","Wilhelmina Gasthuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1005","vg"
"1390","Zusterschool van de Heilige Johannes","0","0","0","0","http://vocab.getty.edu/aat/300006495",,,"http://verdwenengebouwen.nl/gebouw/1006","vg"
"1391","Buitenplaats De Eendracht","0","0","0","0","http://vocab.getty.edu/aat/300005567",,,"http://verdwenengebouwen.nl/gebouw/1007","vg"
"1392","Eendracht, gebouw de","0","0","0","0","http://vocab.getty.edu/aat/300005567",,,"http://verdwenengebouwen.nl/gebouw/1007","vg"
"1393","Beurspoortje","0","0","0","0","http://vocab.getty.edu/aat/300005621",,,"http://verdwenengebouwen.nl/gebouw/1009","vg"
"1394","Commandantshuis","0","0","0","0","http://vocab.getty.edu/aat/300005433",,,"http://verdwenengebouwen.nl/gebouw/1015","vg"
"1395","Cornelia, Zaagmolen","0","0","0","0","http://vocab.getty.edu/aat/300264626",,,"http://verdwenengebouwen.nl/gebouw/1016","vg"
"1396","Dolhuys","0","0","0","0","http://vocab.getty.edu/aat/300006672",,,"http://verdwenengebouwen.nl/gebouw/1018","vg"
"1397","Dolhuis","0","0","0","0","http://vocab.getty.edu/aat/300006672",,,"http://verdwenengebouwen.nl/gebouw/1018","vg"
"1398","Emma Kinderziekenhuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/3771","vg"
"1399","Hollandse Gasfabriek","0","0","0","0","http://vocab.getty.edu/aat/300000386",,,"http://verdwenengebouwen.nl/gebouw/1027","vg"
"1400","Hollandsche Gazfabriek","0","0","0","0","http://vocab.getty.edu/aat/300000386",,,"http://verdwenengebouwen.nl/gebouw/1027","vg"
"1401","Koninklijke Waskaarsenfabriek","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/1033","vg"
"1402","Kruidhuis","0","0","0","0","http://vocab.getty.edu/aat/300006920",,,"http://verdwenengebouwen.nl/gebouw/1034","vg"
"1403","Kruitmagazijn","0","0","0","0","http://vocab.getty.edu/aat/300006920",,,"http://verdwenengebouwen.nl/gebouw/1034","vg"
"1404","Kruittoren","0","0","0","0","http://vocab.getty.edu/aat/300006920",,,"http://verdwenengebouwen.nl/gebouw/1034","vg"
"1405","Kruijt Magazijn int Loopveld","0","0","0","0","http://vocab.getty.edu/aat/300006920",,,"http://verdwenengebouwen.nl/gebouw/1034","vg"
"1406","Pietersgasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/1069","vg"
"1407","St. Pietersgasthuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/1069","vg"
"1408","Pieterspoort, St.","0","0","0","0","http://vocab.getty.edu/aat/300005621",,,"http://verdwenengebouwen.nl/gebouw/1070","vg"
"1409","Riekermolen","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/1073","vg"
"1410","Gesticht St. Jacob","0","0","0","0","http://vocab.getty.edu/aat/300005674",,,"http://verdwenengebouwen.nl/gebouw/1074","vg"
"1411","Bejaardenhuis St. Jacob","0","0","0","0","http://vocab.getty.edu/aat/300005674",,,"http://verdwenengebouwen.nl/gebouw/1074","vg"
"1412","Pauwentuin","0","0","0","0","http://vocab.getty.edu/aat/300007170",,,"http://verdwenengebouwen.nl/gebouw/5302","vg"
"1413","Slijpmolen","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/1078","vg"
"1414","Stamper","0","0","0","0","http://vocab.getty.edu/aat/300006273",,,"http://verdwenengebouwen.nl/gebouw/1078","vg"
"1415","Suikerfabriek Rupe & Zoon","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/1085","vg"
"1416","Suikerfabriek De Granaatappel","0","0","0","0","http://vocab.getty.edu/aat/300006232",,,"http://verdwenengebouwen.nl/gebouw/1086","vg"
"1417","Vispoortje","0","0","0","0","http://vocab.getty.edu/aat/300005080",,,"http://verdwenengebouwen.nl/gebouw/1092","vg"
"1418","Vredeskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1093","vg"
"1419","Walenweeshuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1094","vg"
"1420","Werkhuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1095","vg"
"1421","Wijnkopersgildehuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1096","vg"
"1422","Wilhelmina ziekenhuis","0","0","0","0","http://vocab.getty.edu/aat/300006676",,,"http://verdwenengebouwen.nl/gebouw/1097","vg"
"1423","Willibrorduskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1098","vg"
"1424","Wolhuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1099","vg"
"1425","Zacharias Janseschool","0","0","0","0","http://vocab.getty.edu/aat/300006495",,,"http://verdwenengebouwen.nl/gebouw/1100","vg"
"1426","Augustinuskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/5307","vg"
"1427","Zeemanshuis","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1102","vg"
"1428","Zuidergasfabriek","0","0","0","0",,,,"http://verdwenengebouwen.nl/gebouw/1103","vg"
"1429","Slotervaart","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1260","vg"
"1430","Willibrordus buiten de Veste","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1261","vg"
"1431","Theresiakapel","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1262","vg"
"1432","Augustinus","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1263","vg"
"1433","De Ontmoeting","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1264","vg"
"1434","Ayasofia","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1265","vg"
"1435","Eilandskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1266","vg"
"1436","Christelijke Gereformeerde Kerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1268","vg"
"1437","Immanuël","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1269","vg"
"1438","Boerenkoolkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1270","vg"
"1439","Gereja Kristen Indonesia","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1271","vg"
"1440","Weerenkapel","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1272","vg"
"1441","Raamkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1273","vg"
"1442","Waalkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1274","vg"
"1443","Pius X","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1275","vg"
"1444","Wijkhaven","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1276","vg"
"1445","De Sayer","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1278","vg"
"1446","De Zaaier","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1278","vg"
"1447","Ignatius","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1278","vg"
"1448","Gereformeerde Nieuwe Kerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1279","vg"
"1449","Elthetokerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1280","vg"
"1450","Willibrordus buiten de Veste","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1281","vg"
"1451","Voorlopige St. Ritakerk","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1282","vg"
"1452","Koepelkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1283","vg"
"1453","Lucas","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1284","vg"
"1454","Lutherhuis","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1285","vg"
"1455","Gereformeerde Kerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1286","vg"
"1456","St.Geertruid","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1287","vg"
"1457","De Uitweg","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1288","vg"
"1458","Sloterkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1289","vg"
"1459","Overtoomkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1291","vg"
"1460","Plantagekerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1292","vg"
"1461","De r.k. kerk van de H. Anna","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1293","vg"
"1462","De Pool","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1293","vg"
"1463","Prinsengrachtkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1294","vg"
"1464","Boomslootkerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1295","vg"
"1465","Thomas van Aquino","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1296","vg"
"1466","De Star","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1297","vg"
"1467","De Ster","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1297","vg"
"1468","Sint Augustinus","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1297","vg"
"1469","Augustinuskerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1297","vg"
"1470","Franciscus Xaverius","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1298","vg"
"1471","Gereformeerde Kerk","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1299","vg"
"1472","Maria Magdalena","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1300","vg"
"1473","De Star","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1302","vg"
"1474","De Ster","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1302","vg"
"1475","Het Spinnetje","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1302","vg"
"1476","Augustinuskerk","0","0","0","0","http://vocab.getty.edu/aat/300007391",,,"http://verdwenengebouwen.nl/gebouw/1302","vg"
"1477","Rooms-Katholieke Kerk","0","0","0","0","http://vocab.getty.edu/aat/300007466",,,"http://verdwenengebouwen.nl/gebouw/1303","vg"
