"id","name","name_start_min","name_start_max","name_end_min","name_end_max","building_type","building_type_label","bag_id","vg_id","name_source"
"1929","Eerste Openbare Handelsschool","0","0","0","0",,,"bag/363100012165430",,"saa"
"1930","Huize Van Loon","0","0","0","0",,,"bag/363100012179302",,"saa"
"1931","Oostergasfabriek","0","0","0","0",,,"bag/363100012236879",,"saa"
"1932","Joods Historisch Museum","0","0","0","0",,,"363100012182037",,"saa"
"1933","Museum Het Schip","0","0","0","0",,,"bag/363100012075951",,"saa"
"1934","R.K. Armenkantoor","0","0","0","0",,,"bag/363100012174123",,"saa"
"1935","Willemspoort","0","0","0","0",,,"bag/363100012176980",,"saa"
"1936","Carlton Hotel","0","0","0","0",,,"bag/363100012179398",,"saa"
"1937","museum Willet Holthuysen","0","0","0","0",,,"bag/363100012171562",,"saa"
"1938","Koopermolen","0","0","0","0",,,"bag/363100012178048",,"saa"
"1939","Vierde Ambachtsschool","0","0","0","0",,,"bag/363100012154874",,"saa"
"1940","Villa Oud Leyerhoven","0","0","0","0",,,"bag/363100012159043",,"saa"
"1941","Scheepswerf ‘t Kromhout","0","0","0","0",,,"bag/363100012170270",,"saa"
"1942","Raw Aron Schuster Sjoel","0","0","0","0",,,"bag/363100012074574",,"saa"
"1943","De Balie","0","0","0","0",,,"bag/363100012168684",,"saa"
"1944","Sint Rosaklooster","0","0","0","0",,,"bag/363100012118331",,"saa"
"1945","Mariniersbrug","0","0","0","0",,,"bag/363100012181492",,"saa"
"1946","R.K. Sint Pancratiuskerk","0","0","0","0",,,"bag/363100012165936",,"saa"
"1947","Brug 419","0","0","0","0",,,"bag/363100012120606",,"saa"
"1948","Brug 110","0","0","0","0",,,"bag/363100012185422",,"saa"
"1949","Toneelmuseum","0","0","0","0",,,"bag/363100012176410",,"saa"
"1950","Paviljoen Het Tolhuis","0","0","0","0",,,"bag/363100012066897",,"saa"
"1951","Ons’ Lieve Heer op Solder","0","0","0","0",,,"bag/363100012178021",,"saa"
"1952","Villa Reens","0","0","0","0",,,"bag/363100012075424",,"saa"
"1953","Sint Pietershal","0","0","0","0",,,"bag/363100012167473",,"saa"
"1954","Sloterkerk","0","0","0","0",,,"bag/363100012137946",,"saa"
"1955","Maria Magdalenakerk","0","0","0","0",,,"bag/363100012236080",,"saa"
"1956","Burcht van Berlage","0","0","0","0",,,"bag/363100012170603",,"saa"
"1957","Jacob Obrechtkerk","0","0","0","0",,,"bag/363100012124153",,"saa"
"1958","korbeel","0","0","0","0",,,"bag/363100012107079",,"saa"
"1959","bibliotheek Artis","0","0","0","0",,,"bag/363100012164975",,"saa"
"1960","Vergulde Eenhoorn","0","0","0","0",,,"bag/363100012164695",,"saa"
"1961","Rijksacademie voor Beeldende Kunsten","0","0","0","0",,,"bag/363100012119240",,"saa"
"1962","verzorgingstehuis de RietVinck","0","0","0","0",,,"bag/363100012165065",,"saa"
"1963","Paedologisch instituut","0","0","0","0",,,"bag/363100012067476",,"saa"
"1964","Stoofbrug","0","0","0","0",,,"bag/363100012171790",,"saa"
"1965","Luthers verpleegtehuis","0","0","0","0",,,"bag/363100012164939",,"saa"
"1966","Villa Quisisana","0","0","0","0",,,"bag/363100012236987",,"saa"
"1967","Cinétol","0","0","0","0",,,"bag/363100012155412",,"saa"
"1968","Waag","0","0","0","0",,,"363100012171850",,"saa"
"1969","Sociëteit Arti et Amicitiae","0","0","0","0",,,"bag/363100012165109",,"saa"
"1970","Westerkerkstoren","0","0","0","0",,,"bag/363100012174221",,"saa"
"1971","Lutherhof","0","0","0","0",,,"bag/363100012236718",,"saa"
"1972","Theater De Balie","0","0","0","0",,,"bag/363100012168684",,"saa"
"1973","Apollo House","0","0","0","0",,,"bag/363100012120606",,"saa"
"1974","Hamer- en Bouwershof","0","0","0","0",,,"bag/363100012168505",,"saa"
"1975","Kattenkabinet","0","0","0","0",,,"bag/363100012176760",,"saa"
"1976","Magna Plaza","0","0","0","0",,,"bag/363100012167578",,"saa"
"1977","Vier Heemskinderen","0","0","0","0",,,"bag/363100012169508",,"saa"
"1978","Hendrick Jacobsz. Staetsbrug","0","0","0","0",,,"bag/363100012165493",,"saa"
"1979","Hervormde Kerk Durgerdam","0","0","0","0",,,"bag/363100012155393",,"saa"
"1980","Huize Frankedael","0","0","0","0",,,"bag/363100012162192",,"saa"
"1981","van Brienenhuis","0","0","0","0",,,"bag/363100012176740",,"saa"
"1982","Hoogduits Synagogecomplex","0","0","0","0",,,"bag/363100012182038",,"saa"
"1983","Havencentrale Oost","0","0","0","0",,,"bag/363100012078164",,"saa"
"1984","Koffiepellerij Insulinde","0","0","0","0",,,"bag/363100012143002",,"saa"
"1985","Claes Reinierszhofje","0","0","0","0",,,"bag/363100012174327",,"saa"
"1986","Boomkerk","0","0","0","0",,,"bag/363100012119680",,"saa"
"1987","Nederlands-Indische Handelsbank","0","0","0","0",,,"bag/363100012167627",,"saa"
"1988","Universiteitstheater","0","0","0","0",,,"bag/363100012180412",,"saa"
"1989","Cornelis Krusemanschool","0","0","0","0",,,"bag/363100012102419",,"saa"
"1990","Boerderij de Melkweg","0","0","0","0",,,"bag/363100012163761",,"saa"
"1991","Bushuissluis","0","0","0","0",,,"bag/363100012165008",,"saa"
"1992","Villa Cato","0","0","0","0",,,"bag/363100012236295",,"saa"
"1993","oeil-de boeuf","0","0","0","0",,,"bag/363100012180283",,"saa"
"1994","art nouveau stijl","0","0","0","0",,,"bag/363100012156337",,"saa"
"1995","Hirsch gebouw","0","0","0","0",,,"bag/363100012165488",,"saa"
"1996","marmottenhuis","0","0","0","0",,,"bag/363100012236421",,"saa"
"1997","P.C. Hoofthuis","0","0","0","0",,,"bag/363100012165429",,"saa"
"1998","Werkspoormuseum","0","0","0","0",,,"bag/363100012170533",,"saa"
"1999","Muiderpoortstation","0","0","0","0",,,"bag/363100012139571",,"saa"
"2000","Molen 'De Korenbloem'","0","0","0","0",,,"bag/363100012165350",,"saa"
"2001","Sint-Pancratiuskerk","0","0","0","0",,,"bag/363100012165936",,"saa"
"2002","Villa Rosa","0","0","0","0",,,"bag/363100012122723",,"saa"
"2003","De Nieuwe Oosterbegraafplaats","0","0","0","0",,,"bag/363100012160996",,"saa"
"2004","Telegraafgebouw","0","0","0","0",,,"bag/363100012167525",,"saa"
"2005","Zuiderschool","0","0","0","0",,,"bag/363100012075107",,"saa"
"2006","Pieter Goemansbrug","0","0","0","0",,,"bag/363100012165427",,"saa"
"2007","Sint-Ritakerk","0","0","0","0",,,"bag/363100012132809",,"saa"
"2008","Huis van Loon","0","0","0","0",,,"bag/363100012179302",,"saa"
"2009","Sarphatihuis","0","0","0","0",,,"bag/363100012164938",,"saa"
"2010","Zonnehuis","0","0","0","0",,,"bag/363100012092742",,"saa"
"2011","Aquariumgebouw","0","0","0","0",,,"bag/363100012170226",,"saa"
"2012","gevelsteen leggen van eerste steen","0","0","0","0",,,"bag/363100012166469",,"saa"
"2013","urinoir","0","0","0","0",,,"bag/363100012240309",,"saa"
"2014","De Palmboom","0","0","0","0",,,"bag/363100012171180",,"saa"
"2015","diamantbewerkersbond","0","0","0","0",,,"bag/363100012170603",,"saa"
"2016","watertoren","0","0","0","0",,,"bag/363100012160391",,"saa"
"2017","krul","0","0","0","0",,,"bag/363100012175889",,"saa"
"2018","het huis aan de 3 grachten","0","0","0","0",,,"bag/363100012180205",,"saa"
"2019","kinderkliniek binnengasthuis","0","0","0","0",,,"bag/363100012180195",,"saa"
"2020","Ons'Lieve Heer op Solder","0","0","0","0",,,"bag/363100012178021",,"saa"
"2021","gasthuispoort","0","0","0","0",,,"bag/363100012180196",,"saa"
"2022","gemeentegirobus","0","0","0","0",,,"bag/363100012075951",,"saa"
"2023","Raphaëlpleinkerk","0","0","0","0",,,"bag/363100012121480",,"saa"
"2024","Gebouw voor den Koffiehandel","0","0","0","0",,,"bag/363100012177527",,"saa"
"2025","Elisabeth Otter Knol Stichting","0","0","0","0",,,"bag/363100012236913",,"saa"
"2026","Villa Klatte","0","0","0","0",,,"bag/363100012094660",,"saa"
"2027","Hugo de Vries Laboratorium","0","0","0","0",,,"bag/363100012182570",,"saa"
"2028","Badhuis Vogeldorp","0","0","0","0",,,"bag/363100012067531",,"saa"
"2029","De Drie Haringen","0","0","0","0",,,"bag/363100012171272",,"saa"
"2030","Spinhuis","0","0","0","0",,,"bag/363100012178653",,"saa"
"2031","Gebouw de Wittenberg","0","0","0","0",,,"bag/363100012164939",,"saa"
"2032","gevelsteen de Otter","0","0","0","0",,,"bag/363100012165081",,"saa"
"2033","Huis Poppen","0","0","0","0",,,"bag/363100012169339",,"saa"
"2034","Vredenhofje","0","0","0","0",,,"bag/363100012171648",,"saa"
"2035","Kantoorboekhandel Albracht-Siegers","0","0","0","0",,,"bag/363100012175309",,"saa"
"2036","Koningssluis","0","0","0","0",,,"bag/363100012177446",,"saa"
"2037","Wilde Wingerdschool","0","0","0","0",,,"bag/363100012088827",,"saa"
"2038","Zonne-Wijzer","0","0","0","0",,,"bag/363100012134352",,"saa"
"2039","D'Witte Lelie","0","0","0","0",,,"bag/363100012176674",,"saa"
"2040","Klein Kalfje","0","0","0","0",,,"bag/363100012160652",,"saa"
"2041","Rijksmuseum Vincent van Gogh","0","0","0","0",,,"bag/363100012098679",,"saa"
"2042","Oosterparkkerk","0","0","0","0",,,"363100012236498",,"saa"
"2043","Engelse presbyteriaanse kerk","0","0","0","0",,,"bag/363100012168141",,"saa"
"2044","NMB Bank","0","0","0","0",,,"bag/363100012079990",,"saa"
"2045","Martelaren van Gorcumkerk","0","0","0","0",,,"bag/363100012123068",,"saa"
"2046","Zeemanshoop","0","0","0","0",,,"bag/363100012175382",,"saa"
"2047","Metz & Co","0","0","0","0",,,"bag/363100012176395",,"saa"
"2048","VOC schip","0","0","0","0",,,"bag/363100012165822",,"saa"
"2049","pilaar","0","0","0","0",,,"bag/363100012167502",,"saa"
"2050","trappenhuis","0","0","0","0",,,"bag/363100012176731",,"saa"
"2051","Diaconie Oude Vrouwenhuis","0","0","0","0",,,"bag/363100012165553",,"saa"
"2052","Atheneum Illustre","0","0","0","0",,,"bag/363100012180211",,"saa"
"2053","De Brakke Grond","0","0","0","0",,,"363100012168529",,"saa"
"2054","Korenmeestershuisje","0","0","0","0",,,"bag/363100012179970",,"saa"
"2055","Walenkerk","0","0","0","0",,,"bag/363100012171206",,"saa"
"2056","Gerechtsgebouw","0","0","0","0",,,"bag/363100012153698",,"saa"
"2057","Diaconie Oude Vrouwen en Mannenhuis","0","0","0","0",,,"bag/363100012165553",,"saa"
"2058","Diaconie Oude Vrouwen- en Mannenhuis der Nederlands Hervormde Gemeente","0","0","0","0",,,"bag/363100012165553",,"saa"
"2059","Surp Hoki","0","0","0","0",,,"bag/363100012182791",,"saa"
"2060","Rechtbank","0","0","0","0",,,"bag/363100012153698",,"saa"
"2061","Dierentuin Natura Artis Magistra","0","0","0","0",,,"bag/363100012170549",,"saa"
"2062","Chr. Middelbare Economische School","0","0","0","0",,,"bag/363100012106478",,"saa"
"2063","Staringhofje","0","0","0","0",,,"bag/363100012236718",,"saa"
"2064","Evangelisch Luthers Diaconiehof","0","0","0","0",,,"bag/363100012236718",,"saa"
"2065","Maranathakerk","0","0","0","0",,,"bag/363100012110684",,"saa"
"2066","Jacob Obrechtplein-synagoge","0","0","0","0",,,"bag/363100012074574",,"saa"
"2067","Stichting Werf `t Kromhout","0","0","0","0",,,"bag/363100012170270",,"saa"
"2068","Diaconie oudemannen en -vrouwenhuis","0","0","0","0",,,"bag/363100012165553",,"saa"
"2069","Hotel American","0","0","0","0",,,"bag/363100012168734",,"saa"
"2070","Sportfondsenbad Oost","0","0","0","0",,,"bag/363100012236879",,"saa"
"2071","Melkfabriek Sterovita","0","0","0","0",,,"bag/363100012236879",,"saa"
"2072","top van de oudekerkstoren","0","0","0","0",,,"bag/363100012178469",,"saa"
"2073","Deutzhuis","0","0","0","0",,,"bag/363100012179338",,"saa"
"2074","Grafmonument van Gerardus Frederik Westerman","0","0","0","0",,,"bag/363100012160996",,"saa"
"2075","Gemaal Zeeburg","0","0","0","0",,,"bag/363100012076661",,"saa"
"2076","Afbraak","0","0","0","0",,,"bag/363100012171031",,"saa"
"2077","Begijnhofkerk","0","0","0","0",,,"bag/363100012168141",,"saa"
"2078","Museum Amstelkring, Ons Lieve Heer op Solder","0","0","0","0",,,"bag/363100012178021",,"saa"
"2079","Amstelstad","0","0","0","0",,,"bag/363100012168547",,"saa"
"2080","Buiksloterkerk","0","0","0","0",,,"bag/363100012160472",,"saa"
"2081","Uilenburgersynagoge","0","0","0","0",,,"bag/363100012181889",,"saa"
"2082","Episcopal Church","0","0","0","0",,,"bag/363100012171165",,"saa"
"2083","Stadsdoelen","0","0","0","0",,,"bag/363100012169338",,"saa"
"2084","Admiraliteitsgebouw","0","0","0","0",,,"bag/363100012180772",,"saa"
"2085","N.H. Petruskerk","0","0","0","0",,,"bag/363100012163298",,"saa"
"2086","Onze-Lieve-Vrouwe kerk","0","0","0","0",,,"bag/363100012169365",,"saa"
"2087","Kas-Associatie N.V","0","0","0","0",,,"bag/363100012175847",,"saa"
"2088","Singelkerk","0","0","0","0",,,"bag/363100012171741",,"saa"
"2089","Kerk de Krijtberg","0","0","0","0",,,"bag/363100012185920",,"saa"
"2090","opslagplaats","0","0","0","0",,,"bag/363100012165822",,"saa"
"2091","St Nicolaaskerk","0","0","0","0",,,"bag/363100012165691",,"saa"
"2092","Sint Ritakerk en Rosa Klooster","0","0","0","0",,,"bag/363100012132809",,"saa"
"2093","d`Admiraal (molen)","0","0","0","0",,,"bag/363100012161029",,"saa"
"2094","bibliotheek","0","0","0","0",,,"bag/363100012170236",,"saa"
"2095","Kerk","0","0","0","0",,,"bag/363100012162810",,"saa"
"2096","Pakhuis Afrika","0","0","0","0",,,"363100012087187",,"saa"
"2097","Pakhuis Australië","0","0","0","0",,,"363100012139498",,"saa"
"2098","Brug 106","0","0","0","0",,,"bag/363100012169060",,"saa"
"2099","Boas fabrieksschoorsteen","0","0","0","0",,,"bag/363100012165615",,"saa"
"2100","Museum Energetica","0","0","0","0",,,"bag/363100012165818",,"saa"
"2101","werkplaats","0","0","0","0",,,"bag/363100012165818",,"saa"
"2102","Post CS gebouw","0","0","0","0",,,"bag/363100012164965",,"saa"
"2103","Brienenhofje","0","0","0","0",,,"bag/363100012177254",,"saa"
"2104","Diaconie Oude Vrouwen Huys","0","0","0","0",,,"bag/363100012165553",,"saa"
"2105","Sint Aloysiusschool","0","0","0","0",,,"bag/363100012168899",,"saa"
"2106","Werf Monumentnzorg","0","0","0","0",,,"bag/363100012090614",,"saa"
"2107","Het Vosje","0","0","0","0",,,"bag/363100012112106",,"saa"
"2108","R.C. Armenkantoor","0","0","0","0",,,"bag/363100012174123",,"saa"
"2109","Huis Frankendael","0","0","0","0",,,"bag/363100012162192",,"saa"
"2110","gevelsteen met de keizerskroon","0","0","0","0",,,"bag/363100012171579",,"saa"
"2111","gevelsteen halve maan","0","0","0","0",,,"bag/363100012171579",,"saa"
"2112","drogist","0","0","0","0",,,"bag/363100012176146",,"saa"
"2113","gevelsteen met jaartal","0","0","0","0",,,"bag/363100012169937",,"saa"
"2114","Huisje van Gosler","0","0","0","0",,,"bag/363100012182908",,"saa"
"2115","Accijnshuis","0","0","0","0",,,"bag/363100012176829",,"saa"
"2116","Amsterdamse Cavaleriekazerne","0","0","0","0",,,"bag/363100012165748",,"saa"
"2117","Huis Sweedenrijck","0","0","0","0",,,"bag/363100012176171",,"saa"
"2118","Gemeenschapsmolen","0","0","0","0",,,"bag/363100012109735",,"saa"
"2119","Scheepswerf Bierenbroodspot","0","0","0","0",,,"bag/363100012176991",,"saa"
"2120","luthers diaconessen inrichting","0","0","0","0",,,"bag/363100012236925",,"saa"
"2121","villa Roelvink","0","0","0","0",,,"bag/363100012160188",,"saa"
"2122","Kapel van Durgerdam","0","0","0","0",,,"bag/363100012164807",,"saa"
"2123","Obrechthuys","0","0","0","0",,,"bag/363100012163687",,"saa"
"2124","tramremise van de AOM","0","0","0","0",,,"bag/363100012233440",,"saa"
"2125","afrekeningsgebouw","0","0","0","0",,,"bag/363100012138844",,"saa"
"2126","De Otter (molen)","0","0","0","0",,,"bag/363100012158370",,"saa"
"2127","bovenlicht","0","0","0","0",,,"bag/363100012175784",,"saa"
"2128","Nederlands Hervormde Sloterkerk","0","0","0","0",,,"bag/363100012137946",,"saa"
"2129","Nieuw-Apostolische Kerk","0","0","0","0",,,"bag/363100012108972",,"saa"
"2130","galerij","0","0","0","0",,,"bag/363100012177548",,"saa"
"2131","De Transvaalsche Boer","0","0","0","0",,,"bag/363100012177361",,"saa"
"2132","World Trade Center Amsterdam","0","0","0","0",,,"bag/363100012096613",,"saa"
"2133","Raw Aron Synagoge (Obrechtsjoel)","0","0","0","0",,,"bag/363100012074574",,"saa"
"2134","Café Noord-Holland 1907","0","0","0","0",,,"bag/363100012156110",,"saa"
"2135","mirakelkolommen","0","0","0","0",,,"bag/363100012171431",,"saa"
"2136","Boerhaave kliniek","0","0","0","0",,,"bag/363100012233427",,"saa"
"2137","Boerderij Kamplust","0","0","0","0",,,"bag/363100012125159",,"saa"
"2138","Corantijnschool","0","0","0","0",,,"bag/363100012080308",,"saa"
"2139","Brug 25","0","0","0","0",,,"bag/363100012171902",,"saa"
"2140","de Wittenberg","0","0","0","0",,,"bag/363100012164939",,"saa"
"2141","Pontanusschool","0","0","0","0",,,"bag/363100012098330",,"saa"
"2142","Emmakerk","0","0","0","0",,,"bag/363100012098251",,"saa"
"2143","Openbare Bibliotheek","0","0","0","0",,,"bag/363100012102751",,"saa"
"2144","Het Nieuwe Huis","0","0","0","0",,,"bag/363100012148010",,"saa"
"2145","R.K. kerk Sint Agnes","0","0","0","0",,,"bag/363100012166358",,"saa"
"2146","Akerstein","0","0","0","0",,,"bag/363100012161711",,"saa"
"2147","Vrije Katholieke kerk","0","0","0","0",,,"bag/363100012069171",,"saa"
"2148","banpaal","0","0","0","0",,,"bag/363100012159957",,"saa"
"2149","Hoofdkantoor GVB","0","0","0","0",,,"bag/363100012149855",,"saa"
"2150","Villa Betty","0","0","0","0",,,"bag/363100012236109",,"saa"
"2151","Apostolische kerk","0","0","0","0",,,"bag/363100012061997",,"saa"
"2152","Kunstnijverheidsschool","0","0","0","0",,,"bag/363100012142717",,"saa"
"2153","Frans Hendriksz. Oetgensburg","0","0","0","0",,,"bag/363100012182459",,"saa"
"2154","gevelsteen de ram","0","0","0","0",,,"bag/363100012168145",,"saa"
"2155","Villa Oud Leyerhoven II","0","0","0","0",,,"bag/363100012159043",,"saa"
"2156","Huis Goudstikker","0","0","0","0",,,"bag/363100012176236",,"saa"
"2157","R.C. Maagdenhuis","0","0","0","0",,,"bag/363100012167925",,"saa"
"2158","L.H. Sarlouisbrug (240)","0","0","0","0",,,"bag/363100012169740",,"saa"
"2159","Luthers Diaconiehuis","0","0","0","0",,,"bag/363100012165762",,"saa"
